adult,backdrop_path,genre_ids,id,title,original_language,original_title,overview,popularity,poster_path,release_date,softcore,video,vote_average,vote_count
False,/nxIqVM8Kqp6Ej21WiOncTwKzoG1.jpg,"[35, 878, 10749]",521007,Superintelligence,en,Superintelligence,"When an all-powerful Superintelligence chooses to study the most average person on Earth, Carol Peters, the fate of the world hangs in the balance. As the A.I. decides to enslave, save or destroy humanity, it’s up to Carol to prove that people are worth saving.",4.3042,/podzoGfamoxObotrMMoH2WIc8nj.jpg,2020-11-26,False,False,5.893,377
False,/co1ItuquxZjxLqbjjCLwK9ADkS.jpg,[35],505436,Serial (Bad) Weddings 2,fr,Qu'est-ce qu'on a encore fait au Bon Dieu ?,"Claude and Marie Verneuil face a new crisis. The four spouses of their daughters, David, Rachid, Chao and Charles decided to leave France for various reasons. Here they are imagining their lives elsewhere.",2.2339,/422okWTstVRy1sW5VaAHqONasIU.jpg,2019-01-30,False,False,5.9,1325
False,/yatLdOw4i5roDD2fgd5jtEx0gs7.jpg,"[35, 18, 10749]",27583,Greenberg,en,Greenberg,"Roger Greenberg, a failed musician now making a living as a carpenter in New York, returns to Los Angeles to house-sit for his brother. He's stranded there—since he doesn't drive—until his brother's assistant, Florence, comes to his rescue. She's as much a lost soul as he is, and the pair form a significant connection—giving Roger a much-needed reason to be happy.",1.5145,/jAsN4vPpycVxC89QlA6NYBXRuK7.jpg,2010-03-26,False,False,5.893,628
False,/d8B0UIH8yBsVKjLDIT9MIeHrlZX.jpg,"[10751, 35, 12]",11870,Big Fat Liar,en,Big Fat Liar,"After one of his class papers is stolen and turned into a movie, a young student and his best friend exact a hilarious, slapstick revenge on the Hollywood hot shot who has taken credit!",2.8684,/3EjpQeyOpH8VIaWqIq6SpCQrCks.jpg,2002-02-08,False,False,5.893,891
False,/kv6tpMykekRKAiktXJKffAIpdH8.jpg,[35],9099,Sgt. Bilko,en,Sgt. Bilko,The US army is known for churning out lean mean fighting machines intent on protecting our great nation. Sergeant Ernie Bilko is the leader of a ragtag group of the sorriest soldiers ever to enlist in the armed forces.,2.0341,/q4zmVdQq35ZBj8uyxsU2RCPOQxo.jpg,1996-03-29,False,False,5.893,399
False,/g15PR8eQV9DehSWlagvdnJZqoRq.jpg,"[27, 9648]",602734,Spiral: From the Book of Saw,en,Spiral: From the Book of Saw,"Working in the shadow of an esteemed police veteran, brash Detective Ezekiel “Zeke” Banks and his rookie partner take charge of a grisly investigation into murders that are eerily reminiscent of the city’s gruesome past.  Unwittingly entrapped in a deepening mystery, Zeke finds himself at the center of the killer’s morbid game.",4.5853,/cTvSDfBuXTZTdRCNduGMANd7VEP.jpg,2021-05-12,False,False,5.892,2302
False,/w7kxkSSQy3sZWDC4K8y0m2GYZ2.jpg,"[27, 878, 18, 53]",523936,Meander,fr,Méandre,"After getting a car ride from an unknown man, Lisa wakes up in a tube. On her arm is strapped a bracelet with a countdown. She quickly understands that every 8 minutes, fire burns an occupied section. She has no choice but to crawl into safe sections to survive. To know why she’s there and how to get out, Lisa will have to face the memories of her dead daughter…",1.8915,/gDNHgbbDgLcl67Q0Ges9R3qvwUU.jpg,2021-07-01,False,False,5.891,475
False,/ygIHxA8EB246fwnNlHn6gN1QCf4.jpg,"[53, 80, 28]",346709,Line of Duty,en,Line of Duty,"Frank Penny is a disgraced cop looking for a shot at redemption. When the police chief's 11-year-old daughter is abducted, Frank goes rogue to try and save her. But to find the girl, Frank will need the help of Ava Brooks, whose live-streaming news channel is broadcasting Frank's every move.",2.5162,/h3mrc6JunZYFTmFas2gKilmw77q.jpg,2019-12-25,False,False,5.9,364
False,/ekNXqMP50X7w7zAPWuikxdjWlwC.jpg,"[35, 10751]",54540,Beverly Hills Chihuahua 2,en,Beverly Hills Chihuahua 2,"Puppy mayhem turns the lives of newlywed Chihuahua parents Papi and Chloe upside down when their rambunctious, mischievous puppies present one challenge after another. But when their human owners end up in trouble, the tiny pups will stop at nothing to save them - because in good times and hard times, the family always sticks together. So Papi, Chloe and the puppies embark on a heroic adventure, proving once again that big heroes come in small packages.",2.3673,/k3IHj3utp8m0X1KpNHyfOIsypE1.jpg,2011-02-01,False,False,5.891,415
False,/awheDRLnoNjb073VfI4mFpaB8Ml.jpg,"[28, 878]",10366,Universal Soldier: The Return,en,Universal Soldier: The Return,"Luc Deveraux, the heroic former Universal Soldier, is about to be thrown into action once again. When SETH, the supercomputer-controlled ultra-warrior, decides to take revenge and destroy its creators, only Luc can stop it. All hell breaks loose as Luc battles SETH and a deadly team of perfect soldiers in a struggle that pits man against machine and good against evil.",3.1788,/qlcPJK0Me8aUtDPwk3TqN2RdKH4.jpg,1999-08-05,False,False,5.89,1348
False,/vdoJZC5TBeUm5ohlxGcAhCo962a.jpg,[35],679989,Simply Black,fr,Tout simplement noir,A failed 40 year old comedian wants to organize the first Black protests in France but meeting with other French celebrities of the Black community will make it a whole new adventure.,1.1799,/pRjcKOBOnSZpLRn5vYjIacG98Km.jpg,2020-07-08,False,False,5.889,453
False,/3EfhschqkWcT4WH7aowAd5d0aen.jpg,"[10751, 16, 35]",509730,The Queen's Corgi,en,The Queen's Corgi,"Since his arrival at Buckingham palace, Rex lives a life of luxury. Top dog, he has superseded his three fellow Corgis in Her Majesty’s heart. His arrogance can be quite irritating. When he causes a diplomatic incident during an official dinner with the President of the United States, he falls into disgrace. Betrayed by one of his peers, Rex becomes a stray dog in the streets of London. How can he redeem himself? In love, he will find the resources to surpass himself in the face of great danger…",2.6483,/xcl4vYTqqzwn3ihUpjCQz0jqhV3.jpg,2019-02-13,False,False,5.888,452
False,/Alq6OY1DspbQG0kFHWAfZC7FqJ7.jpg,"[10749, 35]",362637,Opposites Attract,it,Poli opposti,"She's a divorce lawyer, single mother and perpetually at war against men, he is a couple's therapist, single and not looking, they meet and collide in a bourgeois and romantic Rome...",0.7037,/n6XyICW24fbOdNvth24sxBAUqx2.jpg,2015-10-08,False,False,5.889,314
False,/etFlyQjyo64NbMV8P85x3b12Rxg.jpg,"[10751, 35]",12139,Dennis the Menace,en,Dennis the Menace,Mr. Wilson's ever-present annoyance comes in the form of one mischievous kid named Dennis. But he'll need Dennis's tricks to uncover a collection of gold coins that go missing when a shady drifter named Switchblade Sam comes to town.,6.4027,/t642WwGifbQ2fEuKTJRgpPzsgtX.jpg,1993-06-09,False,False,5.89,1605
False,/qY1YMdPcPOLVlxEdCdVzHmwMacl.jpg,"[878, 35, 10749, 53]",2687,Memoirs of an Invisible Man,en,Memoirs of an Invisible Man,"After a freak accident, an invisible yuppie runs for his life from a treacherous CIA official while trying to cope with his new life.",2.2778,/zbplzn4WrBkKDmmWlQkWdsacmNa.jpg,1992-02-28,False,False,5.889,654
False,/TGsfNWkASegCfAn6ED1b08a9O6.jpg,"[27, 9648]",1125311,Imaginary,en,Imaginary,"When Jessica moves back into her childhood home with her family, her youngest stepdaughter Alice develops an eerie attachment to a stuffed bear named Chauncey she finds in the basement. Alice starts playing games with Chauncey that begin playful and become increasingly sinister. As Alice’s behavior becomes more and more concerning, Jessica intervenes only to realize Chauncey is much more than the stuffed toy bear she believed him to be.",2.6644,/bPCxkrCEGJmaYfvdXj0x3mCLbGr.jpg,2024-03-06,False,False,5.888,699
False,/9p29QBHdeeaZZeHbOVcKYb66M3s.jpg,"[27, 878, 53]",258193,Alien Abduction,en,Alien Abduction,A vacationing family encounters an alien threat in this pulse-pounding thriller based on the real-life Brown Mountain Lights phenomenon in North Carolina.,1.743,/h4Ny82lizNTdTH2MFLjjyOVDWtk.jpg,2014-04-04,False,False,5.888,410
False,/kuxLjp8ufk066O5YyNU116iVku7.jpg,"[18, 80]",48838,London Boulevard,en,London Boulevard,A parolee falls for a reclusive movie star while trying to evade a ruthless gangster.,2.2232,/naQKmThKMtlur92CDgCP6b9aoQE.jpg,2010-11-10,False,False,5.888,820
False,/kTDunJrHYsH6o1wmD6iT4wXkuHo.jpg,[27],7978,The Wolfman,en,The Wolfman,"Lawrence Talbot, an American man on a visit to Victorian London to make amends with his estranged father, gets bitten by a werewolf and, after a moonlight transformation, leaves him with a savage hunger for flesh.",5.2117,/fQqPoAHvHicie1ttuiV2q0yv9V7.jpg,2010-02-10,False,False,5.887,2194
False,/nGYncNCfeAccyhhdGRgj3sbexPn.jpg,"[27, 9648]",334536,The Blackcoat's Daughter,en,The Blackcoat's Daughter,"Two young women at a prestigious prep school are assailed by an evil, invisible power when they're stranded over winter break.",1.4912,/jO2aHAiWgQSlpAIPGZikiMDdMXx.jpg,2017-03-31,False,False,5.882,788
False,/hTDAWiohFTwJaKNcCNlsKs64bip.jpg,"[28, 878, 53]",97020,RoboCop,en,RoboCop,"In RoboCop, the year is 2028 and multinational conglomerate OmniCorp is at the center of robot technology.  Overseas, their drones have been used by the military for years, but have been forbidden for law enforcement in America.  Now OmniCorp wants to bring their controversial technology to the home front, and they see a golden opportunity to do it.  When Alex Murphy – a loving husband, father and good cop doing his best to stem the tide of crime and corruption in Detroit – is critically injured, OmniCorp sees their chance to build a part-man, part-robot police officer.  OmniCorp envisions a RoboCop in every city and even more billions for their shareholders, but they never counted on one thing: there is still a man inside the machine.",6.5718,/gM5ql3BKYmHG3WtZ0buKXN7xY8O.jpg,2014-01-30,False,False,5.887,5881
False,/srrzHjAzhYzUulBbllQCNekgnQb.jpg,"[28, 14, 27]",38321,Priest,en,Priest,"In an alternate world, humanity and vampires have warred for centuries. After the last Vampire War, the veteran Warrior Priest lives in obscurity with other humans inside one of the Church's walled cities. When the Priest's niece is kidnapped by vampires, the Priest breaks his vows to hunt them down. He is accompanied by the niece's boyfriend, who is a wasteland sheriff, and a former Warrior Priestess.",8.5758,/fYHiA7LPGl9DG7m3DUs0Td1VMcO.jpg,2011-05-05,False,False,5.889,2553
False,/np58LPJkwC3THsKBkBscDKSlQPz.jpg,"[28, 27, 53]",1029235,Azrael,en,Azrael,"In a world where no one speaks, a devout female hunts down a young woman who has escaped her imprisonment. Recaptured by its ruthless leaders, Azrael is due to be sacrificed to pacify an ancient evil deep within the surrounding wilderness.",3.8693,/qpdFKDvJS7oLKTcBLXOaMwUESbs.jpg,2024-09-27,False,False,5.9,447
False,/ceVaixg5VUfx8j0N81FT0hRayRm.jpg,"[35, 878, 12, 10402]",501979,Bill & Ted Face the Music,en,Bill & Ted Face the Music,"Yet to fulfill their rock and roll destiny, the stakes are higher than ever for the now middle-aged Bill and Ted who set out on a new adventure when a visitor from the future warns them that only their song can save life as we know it.",2.6645,/4V2nTPfeB59TcqJcUfQ9ziTi7VN.jpg,2020-08-27,False,False,5.886,1088
False,/q9p7v4KRuwDOzR6TRedXGMADBn0.jpg,"[27, 53]",416234,Winchester,en,Winchester,"San Jose, California, 1906. Isolated in her labyrinthine mansion, eccentric firearm heiress Sarah Winchester believes that she is being haunted by the souls of those killed by the guns manufactured by her company.",2.6623,/4D9Bby0pNtRUYeI5mNJ3F0mSmXG.jpg,2018-02-02,False,False,5.886,1831
False,/kVChi7qHX9UMcpAh7J6fGBCCH2c.jpg,"[53, 878]",262543,Automata,en,Autómata,"Jacq Vaucan, an insurance agent of ROC robotics corporation, routinely investigates the case of manipulating a robot. What he discovers will have profound consequences for the future of humanity.",5.8969,/h7SEtIWOfLsuCWhQgflev7ppRPq.jpg,2014-10-09,False,False,5.886,1809
False,/7n6RzJfPGnSGsHidO2gUWYgs1TT.jpg,"[28, 12, 878, 14]",9070,Mighty Morphin Power Rangers: The Movie,en,Mighty Morphin Power Rangers: The Movie,"Six incredible teens out-maneuver and defeat evil everywhere as the Mighty Morphin Power Rangers, but this time the Power Rangers may have met their match when they face off with Ivan Ooze, the most sinister monster the galaxy has ever seen.",3.2114,/pcLbHqs80dchv0byHivhdwHKEup.jpg,1995-06-30,False,False,5.9,774
False,/aOeshAxAhiDVIiHsXVFmF6bgclh.jpg,"[35, 27, 9648]",617505,Hubie Halloween,en,Hubie Halloween,"Hubie Dubois, despite his devotion to his hometown of Salem, Massachusetts (and its legendary Halloween celebration), is a figure of mockery for kids and adults alike. But this year, something really is going bump in the night, and it’s up to Hubie to save Halloween.",2.6337,/dbhC6qRydXyRmpUdcl9bL9rARya.jpg,2020-10-07,False,False,5.885,1791
False,/sKnbKlgMDCTDTtKm91wJ4vSbyIH.jpg,"[18, 10749]",192145,Third Person,en,Third Person,"An acclaimed novelist struggles to write an analysis of love in one of three stories, each set in a different city, that detail the beginning, middle and end of a relationship.",2.7538,/8HfxGEbQnPvIzaYAHMvu947r8sQ.jpg,2014-06-20,False,False,5.887,648
False,/q9p7v4KRuwDOzR6TRedXGMADBn0.jpg,"[27, 53]",416234,Winchester,en,Winchester,"San Jose, California, 1906. Isolated in her labyrinthine mansion, eccentric firearm heiress Sarah Winchester believes that she is being haunted by the souls of those killed by the guns manufactured by her company.",2.6623,/4D9Bby0pNtRUYeI5mNJ3F0mSmXG.jpg,2018-02-02,False,False,5.886,1831
False,/kVChi7qHX9UMcpAh7J6fGBCCH2c.jpg,"[53, 878]",262543,Automata,en,Autómata,"Jacq Vaucan, an insurance agent of ROC robotics corporation, routinely investigates the case of manipulating a robot. What he discovers will have profound consequences for the future of humanity.",5.8969,/h7SEtIWOfLsuCWhQgflev7ppRPq.jpg,2014-10-09,False,False,5.886,1809
False,/7n6RzJfPGnSGsHidO2gUWYgs1TT.jpg,"[28, 12, 878, 14]",9070,Mighty Morphin Power Rangers: The Movie,en,Mighty Morphin Power Rangers: The Movie,"Six incredible teens out-maneuver and defeat evil everywhere as the Mighty Morphin Power Rangers, but this time the Power Rangers may have met their match when they face off with Ivan Ooze, the most sinister monster the galaxy has ever seen.",3.2114,/pcLbHqs80dchv0byHivhdwHKEup.jpg,1995-06-30,False,False,5.9,774
False,/m0XCtFisSD0O6P55G1pUHdFccuL.jpg,"[10749, 35]",1093231,Mother of the Bride,en,Mother of the Bride,Lana's daughter Emma returns from abroad and drops a bombshell: she's getting married. In Thailand. In a month! Things only get worse when Lana learns that the man who captured Emma's heart is the son of the man who broke hers years ago.,2.8582,/vdTvwykMWvVgdaViBVRh8IFTku5.jpg,2024-05-08,False,False,5.885,358
False,/aOeshAxAhiDVIiHsXVFmF6bgclh.jpg,"[35, 27, 9648]",617505,Hubie Halloween,en,Hubie Halloween,"Hubie Dubois, despite his devotion to his hometown of Salem, Massachusetts (and its legendary Halloween celebration), is a figure of mockery for kids and adults alike. But this year, something really is going bump in the night, and it’s up to Hubie to save Halloween.",2.6337,/dbhC6qRydXyRmpUdcl9bL9rARya.jpg,2020-10-07,False,False,5.885,1791
False,/hJ1jUw8irCiWwQk7BElxF92BrlK.jpg,"[12, 18, 28]",147441,Exodus: Gods and Kings,en,Exodus: Gods and Kings,"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",9.1751,/uaDj37JtvLan9tihxZ18e6qL33b.jpg,2014-12-03,False,False,5.884,4868
False,/jMq2UM1GZdHpeCfGMc62Odic2Ws.jpg,"[35, 10749]",133698,A Perfect Plan,fr,Un plan parfait,"Successful woman in love tries to break her family curse of every first marriage ending in divorce, by dashing to the altar with a random stranger before marrying her boyfriend.",1.4081,/iPFBW4KaLyCdXwEsa2TXRBW0Jxe.jpg,2012-10-29,False,False,5.885,658
False,/eMQ8pdAgOQ3LHpyylkm5F51OChW.jpg,"[35, 10751]",28597,Problem Child 2,en,Problem Child 2,"Junior and his father, Ben, move from Cold River to Mortville. Junior becomes threatened by Ben's desire to date again and find a new mother for Junior, and sabotages each of his dates.",3.394,/dnmw3F3rdbxb08zSdfHHMwfXMLI.jpg,1991-07-03,False,False,5.885,675
False,/jxsWn2D4pk0rgtO3hBzFq9rROZ8.jpg,"[35, 18]",23514,The Rum Diary,en,The Rum Diary,"Tired of the noise and madness of New York and the crushing conventions of late Eisenhower-era America, itinerant journalist Paul Kemp travels to the pristine island of Puerto Rico to write for a local San Juan newspaper run by the downtrodden editor Lotterman. Adopting the rum-soaked lifestyle of the late ‘50s version of Hemingway’s 'The Lost Generation', Paul soon becomes entangled with a very attractive American woman and her fiancée, a businessman involved in shady property development deals.  It is within this world that Kemp ultimately discovers his true voice as a writer and integrity as a man.",3.597,/uErFROiMrpk7owQWKK3bpD4hSJs.jpg,2011-10-13,False,False,5.9,1335
False,/j8rrinSi8z5cN5XkzlfIOZCMFV9.jpg,"[35, 18]",20829,Funny People,en,Funny People,"Famous and wealthy funnyman George Simmons doesn't give much thought to how he treats people until a doctor delivers stunning health news, forcing George to reevaluate his priorities with a little help from aspiring stand-up comic Ira.",3.2029,/gEYKD5cWCBGg8Za3hhwDBk3gEsP.jpg,2009-07-30,False,False,5.885,1429
False,/vkyXWZry8seOUgP0kSFdg6yETUI.jpg,"[80, 53, 9648]",13389,Righteous Kill,en,Righteous Kill,"Two veteran New York City detectives work to identify the possible connection between a recent murder and a case they believe they solved years ago; is there a serial killer on the loose, and did they perhaps put the wrong person behind bars?",3.2634,/wKL5pzUfGOqOFjf0VN47nXlZOAL.jpg,2008-09-11,False,False,5.885,1364
False,/x9GeCXTGiPcmQcCsd1yzbNnx3up.jpg,"[28, 12, 878]",14161,2012,en,2012,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",18.9906,/zaqam2RNscH5ooYFWInV6hjx6y5.jpg,2009-10-10,False,False,5.884,12799
False,/kGdrLjZ1J3XlD57LFjUQN6npCFQ.jpg,"[28, 12, 878, 53]",10640,Futureworld,en,Futureworld,"Two years after the Westworld tragedy in the Delos amusement park, the corporate owners have reopened the park following over $1 billion in safety and other improvements. For publicity purposes, reporters Chuck Browning and Tracy Ballard are invited to review the park. Just prior to arriving, however, Browning is given a clue by a dying man that something is amiss.",2.8815,/sH5b8w52rEt8iqc1ibt1SwU5P.jpg,1976-07-14,False,False,5.884,362
False,/swxhEJsAWms6X1fDZ4HdbvYBSf9.jpg,"[12, 35, 27]",1234731,Anaconda,en,Anaconda,"A group of friends facing mid-life crises head to the rainforest with the intention of remaking their favorite movie from their youth, only to find themselves in a fight for their lives against natural disasters, giant snakes and violent criminals.",13.5063,/hBxN6dwrANN1ic3a4G9x6JZcR3C.jpg,2025-12-24,False,False,5.883,1246
False,/bYCYL5mVX4unStJy34wWuofVq2O.jpg,"[16, 35, 10751]",175574,Free Birds,en,Free Birds,Two turkeys from opposite sides of the tracks must put aside their differences and team up to travel back in time to change the course of history—and get turkey off the holiday menu for good.,5.7872,/gnSU2wUBq2gTkBEkxY8C1d1fXAQ.jpg,2013-10-30,False,False,5.883,862
False,/pjocJEjenTiJOi6o1vG8JArgt1h.jpg,"[27, 878]",37707,Splice,en,Splice,"Elsa and Clive, two young rebellious scientists, defy legal and ethical boundaries and forge ahead with a dangerous experiment: splicing together human and animal DNA to create a new organism. Named ""Dren"", the creature rapidly develops from a deformed female infant into a beautiful but dangerous winged human-chimera, who forges a bond with both of her creators - only to have that bond turn deadly.",6.4912,/4oqaWnO3dKYAt3vZWAD4oLfOXOC.jpg,2010-06-03,False,False,5.883,2461
False,/bYcsJJVj70YHHMOZGCBaDLxBI2j.jpg,[35],20414,"Grande, grosso e... Verdone",it,"Grande, grosso e... Verdone",A comic movie divided in three episodes.,0.7111,/q1uFyN8W9xvC2BcGNZRGc545ZeD.jpg,2008-03-07,False,False,5.883,394
False,/8GVHeU77wFodIkwetIufkTVPgOF.jpg,"[28, 12, 53, 10752]",15379,Missing in Action,en,Missing in Action,"American servicemen are still being held captive in Vietnam and it's up to one man to bring them home in this blistering, fast-paced action/adventure starring martial arts superstar Chuck Norris. Following a daring escape from a Vietnamese POW camp, Special Forces Colonel James Braddock (Norris) is on a mission to locate and save remaining MIAs.",3.0468,/nBrDcnNQca88ed1gRwZ1Q5cjNxE.jpg,1984-11-16,False,False,5.883,570
False,/7KL4yJ4JsbtS1BNRilUApLvMnc5.jpg,"[53, 18]",649087,Red Dot,sv,Red Dot,"On a hiking trip to rekindle their marriage, a couple find themselves fleeing for their lives in the unforgiving wilderness from an unknown shooter.",2.4015,/cMhoSGFMOOZUyvZYB6Q9AR4t6fV.jpg,2021-02-11,False,False,5.9,735
False,/4zGmfaRPYn9DL9f3e05sNIguU0M.jpg,"[35, 28, 80]",340022,Gringo,en,Gringo,An American businessman with a stake in a pharmaceutical company that's about to go public finds his life is thrown into turmoil by an incident in Mexico.,1.7203,/dxeVPklFwng2IowqRPNI4od6aXv.jpg,2018-03-08,False,False,5.882,804
False,/nGYncNCfeAccyhhdGRgj3sbexPn.jpg,"[27, 9648]",334536,The Blackcoat's Daughter,en,The Blackcoat's Daughter,"Two young women at a prestigious prep school are assailed by an evil, invisible power when they're stranded over winter break.",1.4912,/jO2aHAiWgQSlpAIPGZikiMDdMXx.jpg,2017-03-31,False,False,5.882,788
False,/9nFpMbSWebfdGlAxFyPHn9eyIvY.jpg,"[35, 18]",12596,Pushing Tin,en,Pushing Tin,Two air traffic controllers who thrive on living dangerously compete to outdo each other on several levels.,4.5594,/61FWajJNKeS27DO4KgvS5LUgcHh.jpg,1999-04-23,False,False,5.882,439
False,/tdo5GwYAsdRkYTTMpXM9aZu8DlH.jpg,"[53, 80, 28]",11258,Hard Rain,en,Hard Rain,An armored car driver tries to elude a gang of thieves while a flood ravages the countryside.,3.0408,/ggMcOVSax4lBXjYqqQUJLCtrar3.jpg,1998-01-16,False,False,5.882,807
False,/A2avUoNFstnBhAnHiogXQs4c9Bt.jpg,"[27, 9648, 18]",772515,Huesera: The Bone Woman,es,Huesera,"Valeria's joy at becoming a first-time mother is quickly taken away when she's cursed by a sinister entity. As danger closes in, she's forced deeper into a chilling world of dark magic that threatens to consume her.",2.4358,/zgpj76z9byUgcWnxLDmtZ3XqfvN.jpg,2023-02-10,False,False,5.881,378
False,/2gGug6mhhYn6sRrym91n3GAq88A.jpg,"[18, 53]",413992,Sweet Virginia,en,Sweet Virginia,"A former rodeo star, now a motel manager, meets a young man who is responsible for the violence that suddenly has seized his small town.",1.628,/oArWgsA0qwQyVRdUfgRSvwuQYAG.jpg,2017-11-17,False,False,5.881,335
False,/n4rEE6PiYG57qAQYmZpmsy5SuJ2.jpg,"[35, 10749]",38961,Tamara Drewe,en,Tamara Drewe,"A young newspaper writer returns to her hometown in the English countryside, where her childhood home is being prepped for sale.",2.0682,/z7EOfHUR95rEFMQmvhxLyuUdaRD.jpg,2010-07-14,False,False,5.881,479
False,/dUEFKK9iUIjadCVLVBaP0azpLce.jpg,"[10749, 35, 18]",13067,In the Land of Women,en,In the Land of Women,"After a bad breakup with his girlfriend leaves him heartbroken, Carter Webb moves to Michigan to take care of his ailing grandmother. Once there, he gets mixed up in the lives of the mother and daughters who live across the street.",1.9517,/qbfVeY8sE3luiRXYZTPT9rjV6p1.jpg,2007-04-20,False,False,5.881,530
False,/aSRfU8CIRXVhd7fPeuG0DbpAViI.jpg,"[28, 12, 35, 80, 53]",12138,3000 Miles to Graceland,en,3000 Miles to Graceland,"It was an ingenious enough plan: rob the Riviera Casino's count room during an Elvis impersonator convention. But Thomas Murphy decided to keep all the money for himself and shot all his partners, including recently-freed ex-con Michael Zane. With $3.2 million at stake, the Marshals Service closing in, Michael must track down Murphy.",2.068,/nJgr5sGoXnsgZ0EVt80i6X9dQiA.jpg,2001-02-23,False,False,5.881,710
False,/1ZyZvbZlvA6fFLWEPmbJ84G3kG1.jpg,"[35, 80]",9809,Let's Go to Prison,en,Let's Go to Prison,"When a career criminal's plan for revenge is thwarted by unlikely circumstances, he puts his intended victim's son in his place by putting him in prison...and then joining him.",3.0314,/okkaFUou7Tmh9QWoa2FIViJ3OVs.jpg,2006-11-17,False,False,5.881,354
False,/dtEkXmWPRwja6CtwPFcVpuMb7tW.jpg,"[27, 53]",9728,Friday the 13th Part III,en,Friday the 13th Part III,"An idyllic summer turns into a nightmare of unspeakable terror for yet another group of naïve friends. Ignoring Camp Crystal Lake's bloody legacy, one by one they fall victim to the maniacal Jason, who stalks them at every turn...",4.7873,/9kukTSlgFgXnQGdpcHvHcpTDiUc.jpg,1982-08-13,False,False,5.881,1616
False,/usGRxcuvOCXiI5kQm0H3EKSmTxb.jpg,"[35, 9648, 10751, 28, 12]",383785,Kung Fu Yoga,zh,功夫瑜伽,"Two professors team up to locate a lost treasure and embark on an adventure that takes them from a Tibetan ice cave to Dubai, and to a mountain temple in India.",3.119,/rL6XM4fsr1cM5mN2flEhQ8jQter.jpg,2017-01-27,False,False,5.88,436
False,/btgHGn0YZt5Xq2ltoMrbluTm2Pf.jpg,"[28, 12, 80]",93828,Welcome to the Punch,en,Welcome to the Punch,"When notorious criminal Jacob Sternwood is forced to return to London, it gives detective Max Lewinsky one last chance to take down the man he's always been after.",1.916,/6mCyfp7nk1sTZNtvLSVGrO0sPeH.jpg,2013-03-15,False,False,5.88,706
False,/qMASP9d57fyagDhnNUNGVr1nGqk.jpg,[35],52077,Nothing to Declare,fr,Rien à déclarer,"During the elimination of the Belgian/French border in the 90s, a Belgian customs officer is forced to team up with one of his French counterparts.",2.1774,/vqJmmfVavVX9F9De3LQLDlGPc6D.jpg,2010-12-20,False,False,5.88,1182
False,/dnZdaGpQ36DlPkyr2bvaxPvc2OA.jpg,"[12, 16, 35, 10751]",13690,Open Season 2,en,Open Season 2,"After falling head over hooves in love with Giselle, Elliot's road to the altar takes a slight detour when Mr. Weenie is kidnapped by a group of pampered pets determined to return him to his owners.",5.6905,/lM4bahouPblYcfngZtnNSkaWxCU.jpg,2008-09-24,False,False,5.879,1315
False,/zLUeVsiJ4mKlqSI7cB7lnxCzSbb.jpg,"[27, 53]",1005776,V/H/S/99,en,V/H/S/99,"A thirsty teenager's home video leads to a series of horrifying revelations, harkening back to the final punk rock analog days of VHS, while taking one giant leap forward into the hellish new millennium.",1.7735,/1bOMmFtnykBmvhFcx8zdXO6bCAa.jpg,2022-09-15,False,False,5.878,364
False,/591Cjf3DWGAcJbQYdHmRS7fHH3z.jpg,"[27, 9648, 53]",811656,Monstrous,en,Monstrous,"Laura, traumatized by an abusive relationship, runs away from her former husband with her seven-year-old son Cody. But in their new, idyllic and remote sanctuary, they find they have another, bigger and more terrifying monster to deal with…",1.3278,/vEOZlqNHRCM0ME7rRQ79Yc2apPk.jpg,2022-05-13,False,False,5.878,341
False,/jsp420JTZ7EK5LhpwzunE1Pu43d.jpg,"[35, 53]",1072876,Self Reliance,en,Self Reliance,"When a man is offered a million dollars to play a game in which hunters try to kill him, he thinks he has found the perfect loophole: they can only attack when he’s alone. His only problem is that none of his friends or family believe the game is real. Forced to seek companionship in unexpected places, he navigates the bizarre challenge with humor, paranoia, and a surprising search for connection.",5.0965,/hlSWmmuuLeV1p3YcIkU59khEHLY.jpg,2024-01-03,False,False,5.877,322
False,/dqPZpQy6PJINOJtld17NgIERusH.jpg,"[28, 80]",13056,Punisher: War Zone,en,Punisher: War Zone,"Waging his one-man war on the world of organized crime, ruthless vigilante-hero Frank Castle sets his sights on overeager mob boss Billy Russoti. After Russoti is left horribly disfigured by Castle, he sets out for vengeance under his new alias: Jigsaw. With the ""Punisher Task Force"" hot on his trail and the FBI unable to take Jigsaw in, Frank must stand up to the formidable army that Jigsaw has recruited before more of his evil deeds go unpunished.",4.7472,/oOvKJgYUIpfswGHAdW6159bPbvM.jpg,2008-12-05,False,False,5.877,1329
